,Date,VehicleId,Mileage,Fuel(in litres),Duration(in milliseconds),Total Distance
0,2019-11-08,12DF03C6:19890368935358464685,,,112000.0,2.303
1,2019-11-08,12DF03C6:19317455059550208687,,,34184000.0,431.28
2,2019-11-08,12DF03C6:19060512629444608688,,,38662000.0,451.556999999999
3,2019-11-09,12DF03C6:19890368935358464685,,,1469000.0,
4,2019-11-09,12DF03C6:19317455059550208687,,,38968000.0,215.335
5,2019-11-09,12DF03C6:19060512629444608688,,,30510000.0,502.115
6,2019-11-10,12DF03C6:19317455059550208687,,,204000.0,0.081
7,2019-11-10,12DF03C6:19060512629444608688,,,39581000.0,403.174
8,2019-11-11,12DF03C6:19317455059550208687,,,61000.0,
9,2019-11-11,12DF03C6:19060512629444608688,,,39107000.0,514.018
10,2019-11-12,12DF03C6:19890368935358464685,,,1210000.0,1.067
11,2019-11-12,12DF03C6:19060512629444608688,,,28978000.0,400.861
12,2019-11-13,12DF03C6:19890368935358464685,,,1168000.0,341.74
13,2019-11-13,12DF03C6:19317455059550208687,,,0.0,0.03
14,2019-11-13,12DF03C6:19060512629444608688,,,38523000.0,516.728999999999
15,2019-11-14,12DF03C6:19890368935358464685,,,30570000.0,220.297
16,2019-11-14,12DF03C6:19317455059550208687,,,0.0,0.196
17,2019-11-14,12DF03C6:19060512629444608688,,,40086000.0,403.116999999999
18,2019-11-15,12DF03C6:19890368935358464685,,,37042000.0,427.132999999999
19,2019-11-15,12DF03C6:19317455059550208687,,,81000.0,109.211999999999
20,2019-11-15,12DF03C6:19060512629444608688,,,32188000.0,516.749
21,2019-11-16,12DF03C6:19890368935358464685,,,35837000.0,433.8
22,2019-11-16,12DF03C6:19317455059550208687,,,28099000.0,637.319999999999
23,2019-11-16,12DF03C6:19060512629444608688,,,42419000.0,345.021999999999
24,2019-11-17,12DF03C6:19890368935358464685,,,35655000.0,418.062
25,2019-11-17,12DF03C6:19317455059550208687,,,47501000.0,395.762
26,2019-11-17,12DF03C6:19060512629444608688,,,30926000.0,503.283
27,2019-11-18,12DF03C6:19890368935358464685,,,36868000.0,322.787
28,2019-11-18,12DF03C6:19317455059550208687,,,33016000.0,384.871
29,2019-11-18,12DF03C6:19060512629444608688,,,45585000.0,398.934
30,2019-11-19,12DF03C6:19890368935358464685,,,29786000.0,599.298
31,2019-11-19,12DF03C6:19317455059550208687,,,31748000.0,368.541
32,2019-11-19,12DF03C6:19060512629444608688,,,27047000.0,564.676999999999
33,2019-11-20,12DF03C6:19890368935358464685,,,35599000.0,326.944
34,2019-11-20,12DF03C6:19317455059550208687,,,30767000.0,437.593
35,2019-11-20,12DF03C6:19060512629444608688,,,40925000.0,392.121999999999
36,2019-11-21,12DF03C6:19890368935358464685,,,37542000.0,425.581999999999
37,2019-11-21,12DF03C6:19317455059550208687,,,65213000.0,325.388
38,2019-11-21,12DF03C6:19060512629444608688,,,44813000.0,518.253999999999
39,2019-11-22,12DF03C6:19890368935358464685,,,37803000.0,431.73
40,2019-11-22,12DF03C6:19317455059550208687,,,32442000.0,645.876
41,2019-11-22,12DF03C6:19060512629444608688,,,31893000.0,337.652
42,2019-11-23,12DF03C6:19890368935358464685,,,33903000.0,422.479
43,2019-11-23,12DF03C6:19317455059550208687,,,35929000.0,323.551
44,2019-11-23,12DF03C6:19060512629444608688,,,34446000.0,569.79
45,2019-11-24,12DF03C6:19890368935358464685,,,37171000.0,431.881
46,2019-11-24,12DF03C6:19317455059550208687,,,31154000.0,422.567
47,2019-11-24,12DF03C6:19060512629444608688,,,43512000.0,338.856999999999
48,2019-11-25,12DF03C6:19890368935358464685,,,28557000.0,358.58
49,2019-11-25,12DF03C6:19317455059550208687,,,32449000.0,432.058
50,2019-11-25,12DF03C6:19060512629444608688,,,28781000.0,566.008999999999
51,2019-11-26,12DF03C6:19890368935358464685,,,32845000.0,434.752
52,2019-11-26,12DF03C6:19317455059550208687,,,30926000.0,423.938999999999
53,2019-11-26,12DF03C6:19060512629444608688,,,43071000.0,351.923
54,2019-11-27,12DF03C6:19890368935358464685,,,34348000.0,410.201
55,2019-11-27,12DF03C6:19317455059550208687,,,33365000.0,433.811
56,2019-11-27,12DF03C6:19060512629444608688,,,38379000.0,566.097
57,2019-11-28,12DF03C6:19890368935358464685,,,54031000.0,429.086
58,2019-11-28,12DF03C6:19317455059550208687,,,33228000.0,423.207
59,2019-11-28,12DF03C6:19060512629444608688,,,41223000.0,396.395999999999
60,2019-11-29,12DF03C6:19890368935358464685,,,33894000.0,433.658
61,2019-11-29,12DF03C6:19317455059550208687,,,33997000.0,433.3
62,2019-11-29,12DF03C6:19060512629444608688,,,30599000.0,455.252999999999
63,2019-11-30,12DF03C6:19890368935358464685,,,25385000.0,270.129
64,2019-11-30,12DF03C6:19317455059550208687,,,36004000.0,423.006999999999
65,2019-11-30,12DF03C6:19060512629444608688,,,43818000.0,402.295999999999
66,2019-12-01,12DF03C6:19890368935358464685,,,35156000.0,418.951
67,2019-12-01,12DF03C6:19317455059550208687,,,35937000.0,323.245
68,2019-12-01,12DF03C6:19060512629444608688,,,36991000.0,569.26
69,2019-12-02,12DF03C6:19890368935358464685,,,35333000.0,419.171
70,2019-12-02,12DF03C6:19317455059550208687,,,31313000.0,631.331
71,2019-12-02,12DF03C6:19060512629444608688,,,31248000.0,309.168
72,2019-12-03,12DF03C6:19890368935358464685,,,21326000.0,3.23999999999999
73,2019-12-03,12DF03C6:19317455059550208687,,,41062000.0,215.405
74,2019-12-03,12DF03C6:19060512629444608688,,,39508000.0,568.781999999999
75,2019-12-04,12DF03C6:19890368935358464685,,,11897000.0,385.508999999999
76,2019-12-04,12DF03C6:19317455059550208687,,,11882000.0,109.037999999999
77,2019-12-04,12DF03C6:19060512629444608688,,,36971000.0,307.451
78,2019-12-05,12DF03C6:19890368935358464685,,,34331000.0,423.006
79,2019-12-05,12DF03C6:19317455059550208687,,,20225000.0,437.089
80,2019-12-05,12DF03C6:19060512629444608688,,,25027000.0,575.583
81,2019-12-06,12DF03C6:19890368935358464685,,,37581000.0,433.282
82,2019-12-06,12DF03C6:19317455059550208687,,,34256000.0,438.191
83,2019-12-06,12DF03C6:19060512629444608688,,,43558000.0,322.828
84,2019-12-07,12DF03C6:19890368935358464685,,,33918000.0,402.004
85,2019-12-07,12DF03C6:19317455059550208687,,,36008000.0,436.140999999999
86,2019-12-07,12DF03C6:19060512629444608688,,,31392000.0,572.249
87,2019-12-08,12DF03C6:19890368935358464685,,,78897000.0,430.879
88,2019-12-08,12DF03C6:19317455059550208687,,,24998000.0,219.629
89,2019-12-08,12DF03C6:19060512629444608688,,,35878000.0,264.464
90,2019-12-09,12DF03C6:19890368935358464685,,,42034000.0,355.014
91,2019-12-09,12DF03C6:19317455059550208687,,,24137000.0,432.979999999999
92,2019-12-09,12DF03C6:19060512629444608688,,,33353000.0,558.307
93,2019-12-10,12DF03C6:19890368935358464685,,,33703000.0,355.191999999999
94,2019-12-10,12DF03C6:19317455059550208687,,,32388000.0,430.674999999999
95,2019-12-10,12DF03C6:19060512629444608688,,,32674000.0,391.439999999999
96,2019-12-11,12DF03C6:19890368935358464685,,,29570000.0,435.681
97,2019-12-11,12DF03C6:19317455059550208687,,,51470000.0,432.933
98,2019-12-11,12DF03C6:19060512629444608688,,,31081000.0,515.323
99,2019-12-24,12DF03C6:19890368935358464685,,,36507000.0,483.357999999999
100,2019-12-24,12DF03C6:19317455059550208687,,,29792000.0,535.858
101,2019-12-24,12DF03C6:19060512629444608688,,,31177000.0,340.179
102,2019-12-25,12DF03C6:19890368935358464685,,,67401000.0,221.707
103,2019-12-25,12DF03C6:19317455059550208687,,,54784000.0,395.95
104,2019-12-25,12DF03C6:19060512629444608688,,,34983000.0,527.587
105,2019-12-26,12DF03C6:19890368935358464685,,,39676000.0,536.541999999999
106,2019-12-26,12DF03C6:19317455059550208687,,,33908000.0,456.814999999999
107,2019-12-26,12DF03C6:19060512629444608688,,,40408000.0,374.589
108,2019-12-27,12DF03C6:19890368935358464685,,,51374000.0,323.755
109,2019-12-27,12DF03C6:19317455059550208687,,,36226000.0,226.289999999999
110,2019-12-27,12DF03C6:19060512629444608688,,,37031000.0,506.844999999999
111,2019-12-28,12DF03C6:19890368935358464685,,,46102000.0,508.696999999999
112,2019-12-28,12DF03C6:19317455059550208687,,,16666000.0,233.64
113,2019-12-28,12DF03C6:19060512629444608688,,,32073000.0,398.98
114,2019-12-29,12DF03C6:19890368935358464685,,,39172000.0,432.954
115,2019-12-29,12DF03C6:19317455059550208687,,,35925000.0,421.477
116,2019-12-29,12DF03C6:19060512629444608688,,,31819000.0,508.25
117,2019-12-30,12DF03C6:19890368935358464685,,,34237000.0,432.083
118,2019-12-30,12DF03C6:19317455059550208687,,,32295000.0,323.468999999999
119,2019-12-30,12DF03C6:19060512629444608688,,,42181000.0,449.519
120,2019-12-31,12DF03C6:19890368935358464685,,,55728000.0,215.237
121,2019-12-31,12DF03C6:19317455059550208687,,,32067000.0,291.717
122,2019-12-31,12DF03C6:19060512629444608688,,,40513000.0,289.356
123,2020-01-01,12DF03C6:19060512629444608688,,,31897000.0,356.300999999999
124,2020-01-01,12DF03C6:19317455059550208687,,,15281000.0,217.166999999999
125,2020-01-01,12DF03C6:19890203641970688685,,,19323000.0,217.591
126,2020-01-02,12DF03C6:19060512629444608688,,,3355000.0,21.581
127,2020-01-02,12DF03C6:19317455059550208687,,,18281000.0,218.984
128,2020-01-02,12DF03C6:19890203641970688685,,,44676000.0,405.789
129,2020-01-03,12DF03C6:19060512629444608688,,,4202000.0,49.025
130,2020-01-03,12DF03C6:19317455059550208687,,,59541000.0,455.555999999999
131,2020-01-03,12DF03C6:19890203641970688685,,,30922000.0,370.921
132,2020-01-04,12DF03C6:19060512629444608688,,,39729000.0,483.699
133,2020-01-04,12DF03C6:19317455059550208687,,,31462000.0,438.849
134,2020-01-04,12DF03C6:19890203641970688685,,,72813000.0,390.268999999999
135,2020-01-05,12DF03C6:19060512629444608688,,,28909000.0,321.859
136,2020-01-05,12DF03C6:19317455059550208687,,,49000000.0,637.778
137,2020-01-05,12DF03C6:19890203641970688685,,,25127000.0,315.979
138,2020-01-06,12DF03C6:19060512629444608688,,,25932000.0,348.892
139,2020-01-06,12DF03C6:19317455059550208687,,,330000.0,0.494
140,2020-01-06,12DF03C6:19890203641970688685,,,37886000.0,429.56
141,2020-01-07,12DF03C6:19683837391187968688,,,,
142,2020-01-07,12DF03C6:19060512629444608688,,,,
143,2020-01-07,12DF03C6:19317455059550208687,,,,
144,2020-01-07,12DF03C6:19890203641970688685,,,22881000.0,224.149
145,2020-01-08,12DF03C6:19683837391187968688,,,,
146,2020-01-08,12DF03C6:19060512629444608688,,,17335000.0,220.198
147,2020-01-08,12DF03C6:19317455059550208687,,,18008000.0,217.043
148,2020-01-08,12DF03C6:19890203641970688685,,,5903000.0,4.763
149,2020-01-09,12DF03C6:19683837391187968688,,,,
150,2020-01-09,12DF03C6:19060512629444608688,,,31611000.0,392.328
151,2020-01-09,12DF03C6:19317455059550208687,,,37713000.0,421.527
152,2020-01-09,12DF03C6:19890203641970688685,,,21667000.0,206.237
153,2020-01-10,12DF03C6:19683837391187968688,,,,
154,2020-01-10,12DF03C6:19060512629444608688,,,41337000.0,516.497
155,2020-01-10,12DF03C6:19317455059550208687,,,34087000.0,432.049
156,2020-01-10,12DF03C6:19890203641970688685,,,36837000.0,409.164999999999
157,2020-01-11,12DF03C6:19683837391187968688,,,,
158,2020-01-11,12DF03C6:19890203641970688685,,,,
159,2020-01-11,12DF03C6:19060512629444608688,,,27370000.0,337.977999999999
160,2020-01-11,12DF03C6:19317455059550208687,,,44269000.0,421.986
161,2020-01-11,12DF03C6:19890368935358464685,,,9778000.0,168.661999999999
162,2020-01-12,12DF03C6:19683837391187968688,,,,
163,2020-01-12,12DF03C6:19890203641970688685,,,,
164,2020-01-12,12DF03C6:19060512629444608688,,,43965000.0,560.37
165,2020-01-12,12DF03C6:19317455059550208687,,,30840000.0,431.315
166,2020-01-12,12DF03C6:19890368935358464685,,,,
167,2020-01-13,12DF03C6:19060512629444608688,,,33705000.0,402.215
168,2020-01-13,12DF03C6:19317455059550208687,,,39659000.0,422.471
169,2020-01-13,12DF03C6:19890368935358464685,,,,
170,2020-01-14,12DF03C6:19060512629444608688,,,37459000.0,471.448
171,2020-01-14,12DF03C6:19317455059550208687,,,14063000.0,215.704999999999
172,2020-01-14,12DF03C6:19890368935358464685,,,,
173,2020-01-15,12DF03C6:19890203641970688685,,,,
174,2020-01-15,12DF03C6:19060512629444608688,,,17091000.0,232.4
175,2020-01-15,12DF03C6:19317455059550208687,,,0.0,0.006
176,2020-01-15,12DF03C6:19890368935358464685,,,,
177,2020-01-07,12DF03C6:19978048393314304687,5.41841040102503,13.3528091534581,5648000.0,72.351
178,2019-11-19,12DF03C6:19636436681228288687,5.21793717438623,80.6485371394873,51105000.0,354.513
179,2019-12-09,12DF03C6:19978048393314304687,5.20899067044323,80.568391566017,49010000.0,420.621
180,2019-12-10,12DF03C6:19636436681228288687,5.19217760605026,81.0684903208076,50382000.0,486.287
181,2019-11-13,12DF03C6:19636436681228288687,5.13949031198289,82.0048242949975,50591000.0,429.825999999999
182,2019-11-14,12DF03C6:19978048393314304687,5.13506211396829,82.3631711970001,47482000.0,488.699999999999
183,2019-11-11,12DF03C6:19978048393314304687,5.12358584057378,82.0659618250704,53665000.0,562.516
184,2019-10-29,12DF03C6:19636436681228288687,5.10475978629727,81.1662090569272,50092000.0,346.795
185,2020-01-15,12DF03C6:19636436681228288687,5.08815197776204,29.9539008791627,17216000.0,152.41
186,2020-01-10,12DF03C6:19636436681228288687,5.07337989637717,83.729586326334,51263000.0,424.792
187,2019-12-30,12DF03C6:19636436681228288687,5.06876596728519,82.7402572355542,51048000.0,424.383
188,2019-11-08,12DF03C6:19978048393314304687,5.03939765409545,83.4395356076489,50880000.0,434.121999999999
189,2019-11-18,12DF03C6:19636436681228288687,5.03705156208199,83.6318617762727,49535000.0,420.021
190,2019-11-17,12DF03C6:19636436681228288687,5.01171076330093,83.9346123244625,49129000.0,488.53
191,2019-12-10,12DF03C6:19978048393314304687,5.00107536390931,84.1279063771432,48588000.0,140.603999999999
192,2019-12-29,12DF03C6:19978048393314304687,4.99386834749543,83.6672036437544,48932000.0,492.371999999999
193,2019-11-15,12DF03C6:19636436681228288687,4.97356375905421,84.191139449598,51907000.0,374.14
194,2019-12-31,12DF03C6:19636436681228288687,4.90313086761327,86.5467415530279,54744000.0,140.235
195,2020-01-09,12DF03C6:19636436681228288687,4.89876088913821,86.2428294748477,52068000.0,422.483
196,2019-12-25,12DF03C6:19636436681228288687,4.87963348801224,86.1615941100667,47754000.0,73.131
197,2020-01-15,12DF03C6:19978048393314304687,4.85916539191179,1.07940347301831,1757000.0,5.245
198,2019-10-27,12DF03C6:19978048393314304687,4.8478850457491,87.0175336294127,41402000.0,422.024
199,2019-11-25,12DF03C6:19636436681228288687,4.79535535095703,33.3848043123747,24342000.0,2.282
200,2019-11-25,12DF03C6:19978048393314304687,4.7949023220725,87.5932337696637,46789000.0,357.874999999999
201,2019-11-17,12DF03C6:19978048393314304687,4.7879668266859,88.3253822150474,52915000.0,352.919999999999
202,2019-11-30,12DF03C6:19978048393314304687,4.78029717878205,88.0505927263796,50977000.0,72.975
203,2019-12-04,12DF03C6:19636436681228288687,4.71951074801087,89.502073955024,47537000.0,73.711
204,2019-11-28,12DF03C6:19636436681228288687,4.71228410547232,89.8485724806617,54670000.0,354.438999999999
205,2019-11-12,12DF03C6:19636436681228288687,4.70024796497642,90.2975764603366,48557000.0,491.01
206,2019-10-26,12DF03C6:19636436681228288687,4.69551520583584,60.8504045828425,37504000.0,285.256
207,2019-11-06,12DF03C6:19636436681228288687,4.69176502606583,89.2414683331,47082000.0,549.039
208,2019-12-25,12DF03C6:19978048393314304687,4.6635291903712,90.2829129641378,48526000.0,357.270999999999
209,2019-12-07,12DF03C6:19636436681228288687,4.65810383793997,90.192278793381,48267000.0,488.757
210,2019-11-27,12DF03C6:19636436681228288687,4.64293601273298,90.9431012708388,53718000.0,423.675
211,2019-10-25,12DF03C6:19636436681228288687,4.63593739586397,90.558168532334,54040000.0,352.531
212,2020-01-08,12DF03C6:19636436681228288687,4.62572594270797,76.4050884936553,47266000.0,353.429
213,2019-11-22,12DF03C6:19978048393314304687,4.61194880056577,90.6189591585946,49441000.0,420.633
214,2019-11-23,12DF03C6:19636436681228288687,4.60995133597717,91.3495543246847,53673000.0,421.64
215,2020-01-09,12DF03C6:19978048393314304687,4.5950939419025,92.5417424271284,51774000.0,425.238
216,2019-12-26,12DF03C6:19978048393314304687,4.58113387638917,93.5622078649743,55405000.0,423.303
217,2020-01-03,12DF03C6:19636436681228288687,4.57318227606328,108.121647061407,61960000.0,494.46
218,2019-12-24,12DF03C6:19978048393314304687,4.56699769313193,94.1185060475095,60892000.0,349.760999999999
219,2019-12-04,12DF03C6:19978048393314304687,4.56631564791124,108.393952184713,58526000.0,424.578
220,2019-11-10,12DF03C6:19978048393314304687,4.56305282051483,90.4486571236828,48272000.0,416.015999999999
221,2019-10-27,12DF03C6:19636436681228288687,4.55160813697745,92.2564041901131,41524000.0,417.719
222,2019-12-28,12DF03C6:19978048393314304687,4.53797044741198,92.9186306712232,51503000.0,486.125
223,2019-12-29,12DF03C6:19636436681228288687,4.53344699572345,93.3020724404653,51192000.0,419.673
224,2019-10-23,12DF03C6:19978048393314304687,4.53211418220717,92.4630278833614,46819000.0,141.933999999999
225,2019-11-20,12DF03C6:19636436681228288687,4.52706025883308,93.3479953520498,48942000.0,489.068999999999
226,2019-11-19,12DF03C6:19978048393314304687,4.5252734394166,93.0779113436957,51972000.0,420.295
227,2019-11-20,12DF03C6:19978048393314304687,4.52491233423324,92.9748399360512,48755000.0,496.448999999999
228,2019-12-06,12DF03C6:19636436681228288687,4.51774730628957,92.5704718849085,46021000.0,419.999
229,2019-11-11,12DF03C6:19636436681228288687,4.50392618810699,1.56996356171901,977000.0,289.622
230,2019-12-07,12DF03C6:19978048393314304687,4.49742527771341,93.4412411658034,53331000.0,491.169
231,2020-01-14,12DF03C6:19978048393314304687,4.49460808989781,94.3356999140807,49592000.0,424.002
232,2019-11-18,12DF03C6:19978048393314304687,4.49424702351596,93.5785233431563,47592000.0,421.489
233,2019-11-16,12DF03C6:19978048393314304687,4.4884763504436,94.0049511363246,48934000.0,490.140999999999
234,2019-11-13,12DF03C6:19978048393314304687,4.4884088677338,93.4772237476301,53198000.0,219.55
235,2019-11-21,12DF03C6:19636436681228288687,4.48792439063539,93.5546064180809,53433000.0,72.575
236,2020-01-13,12DF03C6:19978048393314304687,4.48229793912958,95.8104538859358,58345000.0,429.450999999999
237,2019-10-28,12DF03C6:19636436681228288687,4.4821687020016,93.2747131568922,48139000.0,419.191999999999
238,2019-12-08,12DF03C6:19636436681228288687,4.4806654743798,93.9469822969243,52496000.0,421.224999999999
239,2019-11-15,12DF03C6:19978048393314304687,4.47580539057827,95.0376441512444,46951000.0,490.172
240,2020-01-13,12DF03C6:19636436681228288687,4.47488249188536,95.0371324322352,51874000.0,425.28
241,2019-11-01,12DF03C6:19636436681228288687,4.47422737867782,77.7513010755392,41560000.0,557.657999999999
242,2019-12-08,12DF03C6:19978048393314304687,4.46325243933078,95.0116547885834,51891000.0,284.909
243,2020-01-04,12DF03C6:19978048393314304687,4.4621088504767,69.5724847606159,37159000.0,310.44
244,2020-01-11,12DF03C6:19636436681228288687,4.46019490496666,112.041067856368,60734000.0,499.724999999999
245,2019-11-16,12DF03C6:19636436681228288687,4.45451251503739,79.0786867947643,43158000.0,353.776
